Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.3096903096903097
1,DU15NET,CG-OP,0.1912045889101338,0.0399600399600399
2,DU15NET,DN-B,0.0,0.8661338661338661
3,DU15NET,SMOT-B,0.0418071476736345,0.2687312687312687
4,DU15NET,AUD,0.0,0.3436563436563437
5,DU15NET,PM-PPr,0.0873195338319707,0.1998001998001998
6,DU15NET,dATN-B,0.0034231921266581,0.4765234765234765
7,DU15NET,SMOT-A,0.3865173781198973,0.0119880119880119
8,DU15NET,LANG,0.0187000452420449,0.5124875124875125
9,DU15NET,FPN-B,0.0,0.8011988011988012
10,DU15NET,FPN-A,0.0018077734257306,0.7652347652347652
11,DU15NET,dATN-A,0.0,0.7982017982017982
12,DU15NET,VIS-C,0.0,0.2087912087912088
13,DU15NET,SAL/PMN,0.0,0.8251748251748252
14,DU15NET,DN-A,0.0,0.7372627372627373
15,DU15NET,NONE,0.0,0.4015984015984016
16,TW_TASK_NETS,1RESP,0.2379104966941697,0.0169830169830169
17,TW_TASK_NETS,2RESP,0.2590315142198309,0.0049950049950049
18,TW_TASK_NETS,AAR,0.2187030277002362,0.0299700299700299
19,TW_TASK_NETS,AUD,0.0013927576601671,0.8051948051948052
20,TW_TASK_NETS,DMNA,0.0299300024137098,0.7002997002997003
21,TW_TASK_NETS,DMNB,0.0008913223403578,0.932067932067932
22,TW_TASK_NETS,FoVF,0.0052587294909549,0.4195804195804196
23,TW_TASK_NETS,INIT,0.0621625181087844,0.4365634365634365
24,TW_TASK_NETS,LN,0.1155582305145952,0.2467532467532467
25,TW_TASK_NETS,MAIN,0.1046818727490996,0.3206793206793207
26,TW_TASK_NETS,MDN,0.0929535232383808,0.3736263736263736
27,TW_TASK_NETS,RE-EV,0.0028835371388903,0.903096903096903
28,XY400K17,DefaultA,0.0,0.8301698301698301
29,XY400K17,DefaultB,0.0,0.7942057942057942
30,XY400K17,DefaultC,0.0,0.5794205794205795
31,XY400K17,Language,0.0050107372942018,0.5324675324675324
32,XY400K17,ControlA,0.0,0.6703296703296703
33,XY400K17,ControlB,0.0,0.8391608391608392
34,XY400K17,ControlC,0.0,0.7252747252747253
35,XY400K17,Sal/VenAttnA,0.233407806544881,0.0129870129870129
36,XY400K17,Sal/VenAttnB,0.0228193964870139,0.5784215784215784
37,XY400K17,DorsAttnA,0.0461516411064927,0.4345654345654345
38,XY400K17,DorsAttnB,0.060003681207436,0.2357642357642357
39,XY400K17,Auditory,0.0,0.3006993006993007
40,XY400K17,SomatomotorA,0.3663366336633663,0.0179820179820179
41,XY400K17,SomatomotorB,0.0808293797223686,0.2167832167832167
42,XY400K17,VisualA,0.0,0.4015984015984016
43,XY400K17,VisualB,0.0,0.3436563436563437
44,XY400K17,VisualC,0.0,0.1718281718281718
45,EG5,SCAN,0.0824282929546087,0.0769230769230769
46,EG5,Cingulo-Opercular,0.1743815283122594,0.0579420579420579
47,EG5,Effector-hand,0.4197681513117755,0.0049950049950049
48,EG5,Effector-mouth,0.0014245014245014,0.2027972027972027
49,EG5,Effector-foot,0.0,0.1838161838161838
50,EG17,Default,0.0,0.948051948051948
51,EG17,LatVis,0.0,0.4535464535464535
52,EG17,FrontPar,0.0,0.8821178821178821
53,EG17,MedVis,0.0,0.2357642357642357
54,EG17,DorsAttn,0.0020833333333333,0.6193806193806194
55,EG17,Premotor,0.0724330572144095,0.2007992007992008
56,EG17,Language,0.0051457975986277,0.5814185814185814
57,EG17,Salience,0.0,0.4525474525474525
58,EG17,CingOperc,0.200359814411514,0.0579420579420579
59,EG17,HandSM,0.4458364038319823,0.0009990009990009
60,EG17,FaceSM,0.0498732037193575,0.1638361638361638
61,EG17,Auditory,0.0060130282278269,0.3086913086913087
62,EG17,AntMTL,0.0,0.2877122877122877
63,EG17,PostMTL,0.0,0.2317682317682317
64,EG17,ParMemory,0.0,0.2517482517482518
65,EG17,Context,0.0,0.5174825174825175
66,EG17,FootSM,0.1314209472981988,0.1398601398601398
67,XS268_8,MedFront,0.0585293572883867,0.4785214785214785
68,XS268_8,FrontPar,0.001876972954526,0.7962037962037962
69,XS268_8,Default,0.0,0.7572427572427572
70,XS268_8,Motor,0.2303036219857463,0.0409590409590409
71,XS268_8,VisualA,0.0,0.4225774225774226
72,XS268_8,VisualB,0.0,0.2377622377622377
73,XS268_8,VisAssoc,0.0061044539905041,0.4775224775224775
74,XS268_8,SalSubcor,0.0560397338581201,0.4925074925074925
75,MG360J12,Visual1,0.0,0.2897102897102897
76,MG360J12,Visual2,0.0,0.4785214785214785
77,MG360J12,Somatomotor,0.3257870264501867,0.0209790209790209
78,MG360J12,CingOperc,0.1312530955918771,0.2027972027972027
79,MG360J12,DorsAttn,0.0131984161900571,0.5574425574425574
80,MG360J12,Language,0.0112125580650328,0.5114885114885115
81,MG360J12,FrontPar,0.0,0.936063936063936
82,MG360J12,Auditory,0.0,0.2527472527472527
83,MG360J12,Default,0.0,0.9150849150849152
84,MG360J12,PostMulti,0.0,0.3266733266733266
85,MG360J12,VentMulti,0.0,0.2017982017982018
86,MG360J12,OrbitAffective,0.0,0.2107892107892107
87,Tu19,Posterior Default,0.0,0.3636363636363636
88,Tu19,Dorsomedial PFC,0.0018018018018018,0.2997002997002997
89,Tu19,Dorsal Attention,0.0399315459212778,0.1118881118881118
90,Tu19,Posterior Fronto-parietal,0.0,0.2367632367632367
91,Tu19,Ventromedial PFC,0.0,0.1768231768231768
92,Tu19,Lateral PFC,0.0,0.3796203796203796
93,Tu19,Anterior PFC,0.0,0.1668331668331668
94,Tu19,Inferior fronto-parietal,0.0,0.2007992007992008
95,Tu19,Cingulo-opercular,0.0,0.3056943056943056
96,Tu19,Ventral Attention,0.0,0.4805194805194805
97,Tu19,Salience,0.0878192949123918,0.1588411588411588
98,Tu19,Medial Parietal,0.0,0.1598401598401598
99,Tu19,Dorsal Attention/pre-motor,0.0419580419580419,0.3666333666333666
100,Tu19,Medial Visual,0.0,0.3046953046953047
101,Tu19,Primary Visual,0.0,0.2907092907092907
102,Tu19,Parietal-occipital,0.0,0.3646353646353646
103,Tu19,Visual Association,0.0,0.4785214785214785
104,Tu19,Dorsal SM,0.36074956152497,0.0079920079920079
105,Tu19,Ventral SM,0.0347432024169184,0.2587412587412587
106,Kardan10,Motor,0.4554558731483413,0.0009990009990009
107,Kardan10,Temporal,0.0,0.5214785214785215
108,Kardan10,pFPN,0.0,0.5144855144855145
109,Kardan10,pDMN,0.0,0.5434565434565435
110,Kardan10,LateralVis,0.0,0.3816183816183816
111,Kardan10,MedialVis,0.0,0.3326673326673326
112,Kardan10,DAN,0.0146895787139689,0.4215784215784215
113,Kardan10,aFPN,0.0,0.4275724275724276
114,Kardan10,CO,0.0026950142236861,0.4635364635364635
115,Kardan10,aDMN,0.0020667257159728,0.4745254745254745
