Unnamed: 0,group,name,dice,p_value
0,DU15NET,VIS-P,0.0,0.3716283716283716
1,DU15NET,CG-OP,0.0,0.8111888111888111
2,DU15NET,DN-B,0.2501954652071931,0.0009990009990009
3,DU15NET,SMOT-B,0.0,0.4155844155844156
4,DU15NET,AUD,0.0,0.3216783216783216
5,DU15NET,PM-PPr,0.0,0.4705294705294705
6,DU15NET,dATN-B,0.0,0.4995004995004995
7,DU15NET,SMOT-A,0.0,0.5084915084915085
8,DU15NET,LANG,0.1608491528883445,0.0299700299700299
9,DU15NET,FPN-B,0.0224175824175824,0.3546453546453546
10,DU15NET,FPN-A,0.0077456176110884,0.6203796203796204
11,DU15NET,dATN-A,0.0,0.7522477522477522
12,DU15NET,VIS-C,0.0,0.2657342657342657
13,DU15NET,SAL/PMN,0.0,0.7052947052947053
14,DU15NET,DN-A,0.0,0.7272727272727273
15,DU15NET,NONE,0.0060377358490566,0.3656343656343656
16,TW_TASK_NETS,1RESP,0.002172732210755,0.8631368631368631
17,TW_TASK_NETS,2RESP,0.0016767973171242,0.8971028971028971
18,TW_TASK_NETS,AAR,0.0,0.966033966033966
19,TW_TASK_NETS,AUD,0.0323870967741935,0.4505494505494505
20,TW_TASK_NETS,DMNA,0.0106469002695417,0.6613386613386614
21,TW_TASK_NETS,DMNB,0.1153488372093023,0.0219780219780219
22,TW_TASK_NETS,FoVF,0.0,0.5634365634365635
23,TW_TASK_NETS,INIT,0.0090679351865616,0.7362637362637363
24,TW_TASK_NETS,LN,0.1034602076124567,0.1168831168831168
25,TW_TASK_NETS,MAIN,0.0863143560467187,0.1348651348651348
26,TW_TASK_NETS,MDN,0.022908419107944,0.5944055944055944
27,TW_TASK_NETS,RE-EV,0.1354516034127684,0.0009990009990009
28,XY400K17,DefaultA,0.0072595281306715,0.7162837162837162
29,XY400K17,DefaultB,0.3264449467226348,0.0009990009990009
30,XY400K17,DefaultC,0.0,0.3996003996003996
31,XY400K17,Language,0.0648340248962655,0.1558441558441558
32,XY400K17,ControlA,0.0043689320388349,0.5054945054945055
33,XY400K17,ControlB,0.0352618966107497,0.3186813186813186
34,XY400K17,ControlC,0.0,0.5534465534465535
35,XY400K17,Sal/VenAttnA,0.0,0.7572427572427572
36,XY400K17,Sal/VenAttnB,0.0032460945425035,0.5764235764235764
37,XY400K17,DorsAttnA,0.0,0.7102897102897103
38,XY400K17,DorsAttnB,0.0,0.3676323676323676
39,XY400K17,Auditory,0.0,0.3196803196803197
40,XY400K17,SomatomotorA,0.0,0.5144855144855145
41,XY400K17,SomatomotorB,0.0,0.3296703296703296
42,XY400K17,VisualA,0.0,0.4335664335664335
43,XY400K17,VisualB,0.0,0.4135864135864135
44,XY400K17,VisualC,0.0,0.2117882117882117
45,EG5,SCAN,0.0,0.2167832167832167
46,EG5,Cingulo-Opercular,0.0,0.7982017982017982
47,EG5,Effector-hand,0.0,0.2467532467532467
48,EG5,Effector-mouth,0.0,0.1988011988011988
49,EG5,Effector-foot,0.0,0.1778221778221778
50,EG17,Default,0.1571918426276845,0.0019980019980019
51,EG17,LatVis,0.0,0.4865134865134865
52,EG17,FrontPar,0.0130576713819368,0.5614385614385614
53,EG17,MedVis,0.0,0.2737262737262737
54,EG17,DorsAttn,0.0,0.7182817182817183
55,EG17,Premotor,0.0,0.3946053946053946
56,EG17,Language,0.1325987841945288,0.0499500499500499
57,EG17,Salience,0.0068799449604403,0.3036963036963037
58,EG17,CingOperc,0.00045305244082,0.8231768231768232
59,EG17,HandSM,0.0,0.4795204795204795
60,EG17,FaceSM,0.0,0.2797202797202797
61,EG17,Auditory,0.0,0.3976023976023976
62,EG17,AntMTL,0.0,0.3106893106893107
63,EG17,PostMTL,0.0,0.2087912087912088
64,EG17,ParMemory,0.0,0.2497502497502497
65,EG17,Context,0.0,0.4665334665334665
66,EG17,FootSM,0.0,0.3046953046953047
67,XS268_8,MedFront,0.2596514449591882,0.0009990009990009
68,XS268_8,FrontPar,0.0078085894483932,0.6623376623376623
69,XS268_8,Default,0.0085823267641449,0.5154845154845155
70,XS268_8,Motor,0.0,0.8911088911088911
71,XS268_8,VisualA,0.0,0.4625374625374625
72,XS268_8,VisualB,0.0,0.2837162837162837
73,XS268_8,VisAssoc,0.0,0.5474525474525475
74,XS268_8,SalSubcor,0.0082783309094977,0.6403596403596403
75,MG360J12,Visual1,0.0,0.3346653346653346
76,MG360J12,Visual2,0.0,0.5144855144855145
77,MG360J12,Somatomotor,0.0,0.6003996003996004
78,MG360J12,CingOperc,0.0007705644384511,0.7402597402597403
79,MG360J12,DorsAttn,0.0,0.6693306693306693
80,MG360J12,Language,0.1538461538461538,0.0389610389610389
81,MG360J12,FrontPar,0.0296779625342033,0.4235764235764235
82,MG360J12,Auditory,0.0,0.2707292707292707
83,MG360J12,Default,0.1229616915034719,0.0109890109890109
84,MG360J12,PostMulti,0.0,0.2607392607392607
85,MG360J12,VentMulti,0.0,0.2297702297702297
86,MG360J12,OrbitAffective,0.0,0.2007992007992008
87,Tu19,Posterior Default,0.0,0.3476523476523476
88,Tu19,Dorsomedial PFC,0.391304347826087,0.0009990009990009
89,Tu19,Dorsal Attention,0.0,0.1598401598401598
90,Tu19,Posterior Fronto-parietal,0.0,0.2247752247752247
91,Tu19,Ventromedial PFC,0.0,0.1628371628371628
92,Tu19,Lateral PFC,0.0152641092588873,0.2937062937062937
93,Tu19,Anterior PFC,0.0556414219474497,0.0869130869130869
94,Tu19,Inferior fronto-parietal,0.1968586387434555,0.0199800199800199
95,Tu19,Cingulo-opercular,0.0,0.2827172827172827
96,Tu19,Ventral Attention,0.0,0.5294705294705294
97,Tu19,Salience,0.0,0.3566433566433566
98,Tu19,Medial Parietal,0.0,0.1438561438561438
99,Tu19,Dorsal Attention/pre-motor,0.0,0.5224775224775224
100,Tu19,Medial Visual,0.0,0.3566433566433566
101,Tu19,Primary Visual,0.0,0.3526473526473526
102,Tu19,Parietal-occipital,0.0,0.3786213786213786
103,Tu19,Visual Association,0.0,0.5004995004995005
104,Tu19,Dorsal SM,0.0,0.6303696303696303
105,Tu19,Ventral SM,0.0,0.3096903096903097
106,Kardan10,Motor,0.0,0.5614385614385614
107,Kardan10,Temporal,0.0,0.5554445554445554
108,Kardan10,pFPN,0.0,0.5114885114885115
109,Kardan10,pDMN,0.0,0.5394605394605395
110,Kardan10,LateralVis,0.0,0.4175824175824176
111,Kardan10,MedialVis,0.0,0.3036963036963037
112,Kardan10,DAN,0.0,0.4685314685314685
113,Kardan10,aFPN,0.081081081081081,0.1308691308691308
114,Kardan10,CO,0.0,0.4325674325674326
115,Kardan10,aDMN,0.2836176120587068,0.0019980019980019
